,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,https://tripadvisor.com
71,Manala,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options'",72,4,$$ - $$$,133,"'Nice setting.. traditional food', 'Late night dinner spot not to be missed', '12/13/2017', '12/03/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d4004473-Reviews-Manala-Helsinki_Uusimaa.html
72,Demo,Helsinki,"'European', 'Scandinavian', 'Gluten Free Options'",73,4.5,$$$$,218,"'Michelin Star Experience', 'Surprisingly excellent fine dining', '01/08/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d774840-Reviews-Demo-Helsinki_Uusimaa.html
73,Caverna Restaurant,Helsinki,"'Japanese', 'Sushi', 'European', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",74,4,$$ - $$$,103,"'Nice atmosphere and affordable prices', 'Good and large buffet', '01/04/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d10312117-Reviews-Caverna_Restaurant-Helsinki_Uusimaa.html
74,Fisken pa Disken,Helsinki,"'European', 'Scandinavian', 'Seafood'",75,4.5,$$ - $$$,81,"'A good choice in the mall', 'A surprising gem', '12/09/2017', '12/01/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d11855358-Reviews-Fisken_pa_Disken-Helsinki_Uusimaa.html
75,Restaurant Lyon,Helsinki,"'French', 'Gluten Free Options', 'Vegetarian Friendly'",76,4.5,$$$$,81,"'Chefs secret 5 course dinner was a delight...', 'Fine dining with good price/quality', '01/05/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d1010415-Reviews-Restaurant_Lyon-Helsinki_Uusimaa.html
76,Skiffer Erottaja,Helsinki,"'Pizza', 'European', 'Vegetarian Friendly'",77,4,$$ - $$$,159,"'Very creative pizzas and good atmosphere', 'Great pizzas!', '12/11/2017', '11/07/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d3382024-Reviews-Skiffer_Erottaja-Helsinki_Uusimaa.html
77,Konnichiwa,Helsinki,"'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options'",78,4,$$ - $$$,176,"'All you can eat with a great variaty and h...', 'Decent food for this price in the centre o...', '01/02/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d6833128-Reviews-Konnichiwa-Helsinki_Uusimaa.html
78,Kosmos,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options'",79,4,$$ - $$$,297,"'Dinner with friends', 'More classic', '11/22/2017', '11/05/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d806302-Reviews-Kosmos-Helsinki_Uusimaa.html
79,Bystro,Helsinki,"'Russian', 'Eastern European', 'Vegetarian Friendly', 'Vegan Options'",80,4,$$ - $$$,107,"'Hearty Russian food', 'Bystro is my kinda place!', '08/13/2017', '08/12/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d10048395-Reviews-Bystro-Helsinki_Uusimaa.html
80,Bronda,Helsinki,"'European', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",81,4,$$$$,432,"'Good diner, a little bit pricey', 'Great for bar scene', '01/04/2018', '12/15/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d6418796-Reviews-Bronda-Helsinki_Uusimaa.html
81,Treffi Pub & Bistro,Helsinki,"'Bar', 'Barbecue', 'European', 'Pub', 'International', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options'",82,4,$$ - $$$,175,"'Excellent burger !', 'Excellent burger outside of downtown', '09/18/2017', '09/17/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d7345819-Reviews-Treffi_Pub_Bistro-Helsinki_Uusimaa.html
82,Linnankellari,Helsinki,"'European', 'Scandinavian', 'Contemporary', 'Vegetarian Friendly'",83,4,$$ - $$$,70,"'Great waiter and great food', 'Downstairs in the former Prison', '07/13/2017', '04/25/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d8703518-Reviews-Linnankellari-Helsinki_Uusimaa.html
83,Kuja Bar & Bistro,Helsinki,"'Bar', 'European', 'American', 'Vegetarian Friendly', 'Gluten Free Options'",84,4,$$ - $$$,133,"'Nice cosy bar', 'Alt burgers', '12/11/2017', '08/27/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d5327723-Reviews-Kuja_Bar_Bistro-Helsinki_Uusimaa.html
84,Restaurant Loyly,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",85,4,$$ - $$$,237,"'Super after a Sauna', 'Worth a visit', '01/02/2018', '12/21/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d10386627-Reviews-Restaurant_Loyly-Helsinki_Uusimaa.html
85,Toscanini,Helsinki,"'Italian', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",86,4,$$ - $$$,394,"'Great Italian Food', 'Great food, bad service', '01/02/2018', '11/16/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d779320-Reviews-Toscanini-Helsinki_Uusimaa.html
86,Saslik,Helsinki,"'Russian', 'Eastern European', 'Gluten Free Options', 'Vegetarian Friendly'",87,4,$$$$,251,"'Good dinner', 'Very good grilled meat dishes', '01/02/2018', '11/26/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d779565-Reviews-Saslik-Helsinki_Uusimaa.html
87,Nepalilainen Ravintola Mountain,Helsinki,"'Asian', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",88,4.5,$,103,"'Great food', 'Very Good Nepali in Downtown', '09/09/2017', '08/03/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d787778-Reviews-Nepalilainen_Ravintola_Mountain-Helsinki_Uusimaa.html
88,Elite,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options'",89,4,$$ - $$$,153,"'Business lunch', 'Classic', '08/22/2017', '07/15/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d797216-Reviews-Elite-Helsinki_Uusimaa.html
89,Bellevue,Helsinki,"'European', 'Russian', 'Eastern European', 'Vegetarian Friendly', 'Gluten Free Options'",90,4,$$$$,156,"""Fascinating link to Helsinki's Russian his..."", 'Nice atmosphere, excellent food', '07/25/2017', '07/05/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d799918-Reviews-Bellevue-Helsinki_Uusimaa.html
90,Presto Trattoria,Helsinki,"'Italian', 'Pizza', 'Mediterranean', 'European'",91,4.5,$$ - $$$,37,"'Great lunch', 'Delicious pizza eaten here', '12/09/2017', '11/25/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d9857985-Reviews-Presto_Trattoria-Helsinki_Uusimaa.html
91,Just Vege,Helsinki,"'Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",92,4.5,$,69,"'Excellent vege burgers', 'Amazing vege junk food', '12/16/2017', '11/10/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d6681893-Reviews-Just_Vege-Helsinki_Uusimaa.html
92,Ravintola Factory Aleksi,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",93,4,$,99,"'Cheap and cheerful salad', 'Good lunch buffet', '01/04/2018', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d4310137-Reviews-Ravintola_Factory_Aleksi-Helsinki_Uusimaa.html
93,Doner Harju,Helsinki,"'Middle Eastern', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",94,4,$,100,"'Nice lunch though a bit dry kebab', 'Luxury style Döner', '01/09/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g189934-d6585129-Reviews-Doner_Harju-Helsinki_Uusimaa.html
94,Trattoria Sogno,Helsinki,"'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options'",95,4,$$ - $$$,206,"'Easy & not very innovative lunch', 'Great food and sizeable portions', '11/30/2017', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d3753331-Reviews-Trattoria_Sogno-Helsinki_Uusimaa.html
95,Kin Sushi,Helsinki,"'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options'",96,4,$$ - $$$,133,"'Great staff, good food and honest price!', 'Sushifest', '01/02/2018', '10/25/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d6998860-Reviews-Kin_Sushi-Helsinki_Uusimaa.html
96,Lemon Grass,Helsinki,"'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",97,4.5,$$ - $$$,128,"'Best Thai restaurant in the city', 'Good Thai', '01/06/2018', '12/11/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d783681-Reviews-Lemon_Grass-Helsinki_Uusimaa.html
97,Restaurant Lasipalatsi,Helsinki,"'European', 'Scandinavian', 'Gluten Free Options', 'Vegetarian Friendly'",98,4,$$ - $$$,153,"'Delicious blinis', 'Clean and classy', '01/03/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d929098-Reviews-Restaurant_Lasipalatsi-Helsinki_Uusimaa.html
98,Atelje Finne,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options'",99,4.5,$$$$,181,"'Fantastic restaurant in Helsinki', 'Great find in Helsinki', '10/05/2017', '09/26/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d774839-Reviews-Atelje_Finne-Helsinki_Uusimaa.html
99,Lonkka,Helsinki,"'International', 'European', 'Scandinavian', 'Vegetarian Friendly', 'Vegan Options'",100,4,$$ - $$$,81,"'One of the best Hamburger in Helsinki', 'Cozy place', '11/19/2017', '11/09/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d11868961-Reviews-Lonkka-Helsinki_Uusimaa.html
100,LOST In Helsinki,Helsinki,"'Bar', 'Pizza', 'Pub', 'Scandinavian', 'Vegetarian Friendly', 'Vegan Options'",101,4.5,$$ - $$$,66,"'Good food and prices!', 'Very good food', '01/04/2018', '11/26/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d10716379-Reviews-LOST_In_Helsinki-Helsinki_Uusimaa.html
101,Putte's Bar & Pizza,Helsinki,"'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options'",102,4,$$ - $$$,231,"'Cool Atmosphere and Good Pizza', 'Good pizza, laid-back place', '12/11/2017', '10/28/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d3456729-Reviews-Putte_s_Bar_Pizza-Helsinki_Uusimaa.html
102,Vltava,Helsinki,"'Bar', 'European', 'Pub', 'Czech', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options'",103,4,$$ - $$$,215,"'Tasty lunch', 'Good hearty Czech food', '10/03/2017', '08/21/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d806062-Reviews-Vltava-Helsinki_Uusimaa.html
103,Ravintola Tokyo55,Helsinki,"'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options'",104,4,$$ - $$$,184,"'Also other food available than sushi', 'Good Sushi Restaurant', '01/07/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g189934-d1951077-Reviews-Ravintola_Tokyo55-Helsinki_Uusimaa.html
104,Classic Pizza Stockmann,Helsinki,"'Pizza', 'European', 'Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",105,4,$$ - $$$,112,"'Good pizza, nice atmosphere', 'Hidden pizza, worth the find', '10/19/2017', '10/14/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d5483436-Reviews-Classic_Pizza_Stockmann-Helsinki_Uusimaa.html
105,Ravintola Kolmon3n,Helsinki,"'European', 'Scandinavian', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options'",106,4.5,$$ - $$$,97,"'Very good reviews!', 'Fine dining in Hakaniemi', '12/05/2017', '10/29/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d6674944-Reviews-Ravintola_Kolmon3n-Helsinki_Uusimaa.html
106,Restaurant Suomenlinnan Panimo,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options'",107,4,$$ - $$$,115,"'Excellent food and tasty own brewery beers', 'Delicious blinis', '12/25/2017', '10/28/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d817016-Reviews-Restaurant_Suomenlinnan_Panimo-Helsinki_Uusimaa.html
107,Onda,Helsinki,"'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",108,4.5,$$ - $$$,69,"'Unexpected pleasure', 'Great atmosphere!', '01/09/2018', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d7210849-Reviews-Onda-Helsinki_Uusimaa.html
108,Story,Helsinki,"'Cafe', 'European', 'Scandinavian', 'Soups', 'Vegetarian Friendly', 'Vegan Options'",109,4,$$ - $$$,85,"'A rueben that is not quite the rueben but...', 'Nice Lunch in the Old Market', '12/30/2017', '12/13/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d9584822-Reviews-Story-Helsinki_Uusimaa.html
109,Pompei,Helsinki,"'Italian', 'Pizza', 'European', 'Vegetarian Friendly'",110,4.5,$$ - $$$,126,"'Small very cozy place', 'Just like Italy', '01/07/2018', '12/31/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d805339-Reviews-Pompei-Helsinki_Uusimaa.html
110,Viikinkiravintola Harald,Helsinki,"'European', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options'",111,4,$$ - $$$,132,"'Nice dinner', 'Eat like a viking', '12/02/2017', '10/03/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d7116187-Reviews-Viikinkiravintola_Harald-Helsinki_Uusimaa.html
111,Sushibar + Wine,Helsinki,"'Japanese', 'Sushi', 'Asian', 'Gluten Free Options'",112,4,$$ - $$$,110,"'Yummy!', 'Finnish design decoration & wine & sushi', '01/03/2018', '11/20/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d2435372-Reviews-Sushibar_Wine-Helsinki_Uusimaa.html
112,Vibami Vietnamese Kitchen,Helsinki,"'Asian', 'Vietnamese', 'Soups', 'Vegetarian Friendly', 'Vegan Options'",113,4.5,$,55,"'Business lunch', 'Authentic Vietnamese food', '01/10/2018', '12/25/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d11903398-Reviews-Vibami_Vietnamese_Kitchen-Helsinki_Uusimaa.html
113,Dylan Marmoripiha,Helsinki,"'Mediterranean', 'Vegetarian Friendly'",114,5,$$ - $$$,19,"'Tasty!', 'Interior by Alvar Aalto', '11/03/2017', '08/13/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d12789237-Reviews-Dylan_Marmoripiha-Helsinki_Uusimaa.html
114,Kantipur,Helsinki,"'Indian', 'Nepali', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",115,4,$$ - $$$,88,"'Typical nepalese', 'Not a Nepali', '11/14/2017', '10/08/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d2284893-Reviews-Kantipur-Helsinki_Uusimaa.html
115,Manhattan Steak House,Helsinki,"'American', 'Steakhouse', 'European', 'Gluten Free Options'",116,3.5,$$ - $$$,223,"'A fine place to eat.', ""80's steak house..."", '01/06/2018', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d1048272-Reviews-Manhattan_Steak_House-Helsinki_Uusimaa.html
116,Linko pizzabar,Helsinki,"'Pizza', 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options'",117,4.5,$$ - $$$,79,"'Thin crust pizza', 'Delicious Italian pizza with a new twist', '08/23/2017', '08/17/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d4469129-Reviews-Linko_pizzabar-Helsinki_Uusimaa.html
117,New Bamboo Center,Helsinki,"'Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options'",118,4,$,148,"'Friendly staff. Nice Chinese food', 'Delicious Chinese food in Helsinki', '11/30/2017', '09/30/2017'",https://tripadvisor.com/Restaurant_Review-g189934-d785312-Reviews-New_Bamboo_Center-Helsinki_Uusimaa.html
